tweet_id,agreement,num_labels,label
564984221203431424,1.0,3,1
564984308096438272,0.6666666666666666,3,0
564985199700611072,0.6666666666666666,3,1
564985637321703425,1.0,3,1
564986465822580736,1.0,3,1
564986607389114368,0.6666666666666666,3,0
564987105953472512,0.6666666666666666,3,0
564987429824630784,0.6666666666666666,3,1
564988138053857280,0.6666666666666666,3,0
564989620786847744,0.6666666666666666,3,1
564990548654563328,0.6666666666666666,3,1
564991540649803776,1.0,3,1
564991688695767041,1.0,3,0
564994599228166144,1.0,3,1
564995232765190145,1.0,3,1
564997056540852224,0.6666666666666666,3,0
564997198547415040,1.0,3,0
564997362603409408,0.6666666666666666,3,1
564998104513273857,0.6666666666666666,3,1
564998302933200897,1.0,3,0
426621764815163392,1.0,3,1
572427776852041728,1.0,3,1
572429320733495297,1.0,3,-1
572433344660684802,0.6666666666666666,3,0
572439123522420736,1.0,3,1
576094430194753536,1.0,3,0
557996103996411904,1.0,3,0
557998657287360513,1.0,3,0
558004723647668224,1.0,3,0
527309239920779265,1.0,3,0
412689362854223872,0.6666666666666666,3,-1
412695298507427841,1.0,3,1
472374835382059008,0.6666666666666666,3,1
472377291935612928,0.6666666666666666,3,0
472377750050058241,1.0,3,1
563944110525276160,1.0,3,1
563949515368308736,0.6666666666666666,3,0
563952887198670848,1.0,3,1
563952966080544768,0.6666666666666666,3,0
563953196104560642,0.6666666666666666,3,1
563953948948570112,0.6666666666666666,3,1
563958344311123968,0.6666666666666666,3,1
563958385024851968,0.6666666666666666,3,1
591199089951432705,1.0,3,0
591199412325638144,0.6666666666666666,3,0
591203476190810112,1.0,3,1
591208433623281664,0.6666666666666666,3,0
542796915910250496,1.0,3,1
327852772378689536,1.0,3,1
576395157131538432,1.0,3,0
384866774690582528,0.6666666666666666,3,1
384872835644010497,0.6666666666666666,3,0
384872905500557312,1.0,3,-1
330404264218333185,1.0,3,-1
374317165865746432,0.6666666666666666,3,-1
406972051279597568,1.0,3,0
406980603058196480,0.6666666666666666,3,0
565416252739710977,1.0,3,1
551971003178299392,1.0,3,-1
524403376986259456,0.6666666666666666,3,1
524410832365420544,1.0,3,1
671903993107468288,1.0,3,1
671908920621973505,1.0,3,0
563364230716739585,0.6666666666666666,3,0
563364281631395840,0.3333333333333333,3,-1
563364294369505280,1.0,3,0
563364487260950528,0.6666666666666666,3,1
563367445616799745,0.6666666666666666,3,1
563368147785625601,1.0,3,1
563368763165528065,1.0,3,1
563369634926436353,0.6666666666666666,3,1
563370500689498112,0.6666666666666666,3,0
563372797443858432,1.0,3,1
563372954944163841,0.6666666666666666,3,0
563374774944952320,1.0,3,1
563375272280338434,1.0,3,1
563376142036393984,1.0,3,1
563376144116752385,1.0,3,1
563376708565622784,1.0,3,1
563377056453386240,1.0,3,0
437412837313355776,1.0,3,0
437413078913646593,0.6666666666666666,3,0
437416930329509888,0.6666666666666666,3,0
468599025680515072,1.0,3,0
468599142181109762,0.6666666666666666,3,0
468599642088042496,1.0,3,0
468600837514997760,1.0,3,0
468603183497900032,1.0,3,0
468603286514597888,0.6666666666666666,3,0
468603892989558785,1.0,3,0
468606190230835200,0.6666666666666666,3,0
468609421371658240,0.6666666666666666,3,0
379699469341978625,0.6666666666666666,3,1
68481677114093568,1.0,3,1
443370435036848129,1.0,3,1
316273676150513664,1.0,3,0
582736626062794752,1.0,3,-1
244199149761880064,1.0,3,0
401133049553125376,0.6666666666666666,3,1
401143704548700161,0.6666666666666666,3,1
443756625875054594,0.6666666666666666,3,0
361657748481523712,0.6666666666666666,3,0
361658867400179713,0.6666666666666666,3,1
620584819563479040,0.6666666666666666,3,0
267724770093719552,0.6666666666666666,3,1
428210962647109632,0.6666666666666666,3,1
428211363820077056,1.0,3,0
428218715063083009,1.0,3,1
428221059020517376,0.3333333333333333,3,-1
248958713363316737,0.6666666666666666,3,0
626753115354632192,0.6666666666666666,3,0
373887287421321216,0.6666666666666666,3,1
581538780047286272,0.6666666666666666,3,0
755146309409968129,0.6666666666666666,3,0
351377670002573312,1.0,3,-1
573596001367298048,1.0,3,1
573597448846729217,0.6666666666666666,3,0
523494389918994432,1.0,3,0
523497701418471424,1.0,3,0
523500333092601856,1.0,3,1
523501198989877248,0.6666666666666666,3,0
587271503483445248,1.0,3,1
587276315910397952,1.0,3,1
587277501782749185,1.0,3,1
587280383303163904,0.6666666666666666,3,1
191366887458869248,0.3333333333333333,3,-1
234371139240075264,1.0,3,0
520608374430633986,0.6666666666666666,3,0
591964814852825089,1.0,3,1
591965153647722498,1.0,3,1
591965205510262784,1.0,3,1
322543944602902528,0.3333333333333333,3,-1
115925820219990017,0.6666666666666666,3,1
115926747811287040,0.6666666666666666,3,1
692763087141781504,0.6666666666666666,3,0
692768434690461697,1.0,3,0
525843460016717824,1.0,3,0
580160764364869632,1.0,3,1
580168770397822976,0.6666666666666666,3,0
580168856200749056,1.0,3,0
117000821228584960,0.6666666666666666,3,0
117005720637022208,1.0,3,0
338825629124411392,1.0,3,-1
338832168790945792,1.0,3,0
480177455706439680,0.6666666666666666,3,-1
451773251891789824,1.0,3,1
621941410149859328,1.0,3,0
585097702024818688,0.6666666666666666,3,0
585107780211703808,1.0,3,0
453452517566062592,1.0,3,0
284058177941680129,0.6666666666666666,3,0
462308429307330560,0.6666666666666666,3,-1
771743492523560960,0.6666666666666666,3,1
700854111479209985,1.0,3,1
416730013241581568,0.6666666666666666,3,0
139758171991453696,1.0,3,-1
567113388694966273,1.0,3,1
567116419632881664,1.0,3,1
567120834003992576,0.6666666666666666,3,0
567121892109062144,0.6666666666666666,3,-1
521179327535136768,1.0,3,1
521183141948448768,0.6666666666666666,3,0
280739472436506624,0.6666666666666666,3,1
280744998801113088,1.0,3,0
634790092771495936,0.6666666666666666,3,1
346978577037787136,0.6666666666666666,3,1
346984532752343040,1.0,3,1
346988307948912640,0.6666666666666666,3,1
289719643097165824,1.0,3,1
362958552706457600,1.0,3,0
107658572070010881,0.3333333333333333,3,-1
69118198775160833,1.0,3,1
568248488858927105,1.0,3,1
568250749119029248,0.6666666666666666,3,-1
161913926416732161,1.0,3,1
591481303909867521,1.0,3,0
567372105172262913,1.0,3,0
567372283355074560,0.6666666666666666,3,1
567372610397155329,0.6666666666666666,3,0
567374265431752704,1.0,3,1
567377305316913152,0.6666666666666666,3,0
567379135593725954,0.6666666666666666,3,0
567380549455851520,1.0,3,0
745782700582146048,0.6666666666666666,3,1
689619002868432896,1.0,3,0
689620022977650688,1.0,3,1
689624523755261952,1.0,3,1
528533429923876864,0.6666666666666666,3,1
298975862206914561,1.0,3,0
416600817484169216,0.6666666666666666,3,1
416600828095782912,1.0,3,1
586653856450289664,0.6666666666666666,3,1
586654389256916993,1.0,3,1
501923878919086080,0.3333333333333333,3,-1
347882584950325248,1.0,3,0
617236668471324672,0.6666666666666666,3,1
597183061407576064,1.0,3,0
410778677673091072,1.0,3,0
520837638031671296,1.0,3,0
546343708174856193,1.0,3,0
510057357330898945,0.6666666666666666,3,1
603444796552777728,0.6666666666666666,3,0
581217084912201728,0.6666666666666666,3,0
581217601528946688,0.6666666666666666,3,0
581220698401738753,0.3333333333333333,3,-1
581225117964984320,1.0,3,1
449427104610803712,1.0,3,1
263395522893713408,0.6666666666666666,3,0
460869292687237120,0.6666666666666666,3,0
460870855615315969,1.0,3,1
460873867507286016,1.0,3,1
460882175358173184,1.0,3,0
542054014322352128,0.6666666666666666,3,0
542061906396061696,0.6666666666666666,3,0
387652985654116352,0.6666666666666666,3,-1
116693299405930497,0.6666666666666666,3,0
260414397921521664,1.0,3,-1
260415269753720835,0.6666666666666666,3,0
581081791559254016,1.0,3,1
581088006607634432,0.6666666666666666,3,-1
581089718160474112,0.6666666666666666,3,1
561933897307402240,0.6666666666666666,3,0
561934506706612224,0.6666666666666666,3,1
561935994107482112,1.0,3,1
561936593284771843,0.6666666666666666,3,0
561937089495695360,1.0,3,1
561937203023347712,1.0,3,0
561937381503545345,1.0,3,1
561937683187236866,1.0,3,0
561938544675930112,1.0,3,0
561942006432563200,0.6666666666666666,3,0
561942798736576512,1.0,3,0
561944458691088386,1.0,3,1
561944569055825920,1.0,3,1
561944629319180288,1.0,3,0
561944976343330816,1.0,3,1
